iShares Russell 1000 ETF
Fund Holdings as of,"Mar 25, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"121,100,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"FE","FIRSTENERGY CORP","Utilities","Equity","19,335,777.28","0.04","19,335,777.28","390,464.00","49.52","United States","NYSE","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","19,108,516.80","0.04","19,108,516.80","37,974.00","503.20","United States","NYSE","USD","1.00","USD","-"
"VEEV","VEEVA SYSTEMS INC CLASS A","Health Care","Equity","19,007,899.20","0.04","19,007,899.20","106,720.00","178.11","United States","NYSE","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","18,938,585.01","0.04","18,938,585.01","135,537.00","139.73","United States","NASDAQ","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","18,885,292.42","0.04","18,885,292.42","536,819.00","35.18","United States","NYSE","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","18,851,386.62","0.04","18,851,386.62","26,394.00","714.23","United States","NASDAQ","USD","1.00","USD","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","18,815,373.75","0.04","18,815,373.75","14,865.00","1,265.75","United States","NYSE","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","18,792,303.60","0.04","18,792,303.60","157,192.00","119.55","United States","NYSE","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","18,675,708.40","0.04","18,675,708.40","138,760.00","134.59","United States","NYSE","USD","1.00","USD","-"
"NTRA","NATERA INC","Health Care","Equity","18,655,215.03","0.04","18,655,215.03","94,519.00","197.37","United States","NASDAQ","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","18,655,712.40","0.04","18,655,712.40","279,110.00","66.84","United States","NASDAQ","USD","1.00","USD","-"
"FLEX","FLEX LTD","Information Technology","Equity","18,639,814.14","0.04","18,639,814.14","266,207.00","70.02","United States","NASDAQ","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","18,573,559.95","0.04","18,573,559.95","127,347.00","145.85","United States","NYSE","USD","1.00","USD","-"
"EXE","EXPAND ENERGY CORP","Energy","Equity","18,499,696.64","0.04","18,499,696.64","162,392.00","113.92","United States","NASDAQ","USD","1.00","USD","-"
"CW","CURTISS WRIGHT CORP","Industrials","Equity","18,467,770.50","0.04","18,467,770.50","26,298.00","702.25","United States","NYSE","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","18,410,371.50","0.04","18,410,371.50","291,765.00","63.10","United States","NASDAQ","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","18,402,297.25","0.04","18,402,297.25","99,445.00","185.05","United States","NASDAQ","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","18,356,798.86","0.04","18,356,798.86","308,933.00","59.42","United States","NYSE","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","18,042,274.08","0.04","18,042,274.08","269,127.00","67.04","United States","NYSE","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","18,000,082.80","0.04","18,000,082.80","378,153.00","47.60","United States","NYSE","USD","1.00","USD","-"
"Q","QNITY ELECTRONICS INC","Information Technology","Equity","17,938,222.12","0.04","17,938,222.12","149,162.00","120.26","United States","NYSE","USD","1.00","USD","-"
"FTAI","FTAI AVIATION LTD","Industrials","Equity","17,885,210.97","0.04","17,885,210.97","72,489.00","246.73","United States","NASDAQ","USD","1.00","USD","-"
"QSR","RESTAURANTS BRANDS INTERNATIONAL I","Consumer Discretionary","Equity","17,787,958.96","0.04","17,787,958.96","243,938.00","72.92","Canada","NYSE","USD","1.00","USD","-"
"CPNG","COUPANG INC CLASS A","Consumer Discretionary","Equity","17,567,603.60","0.04","17,567,603.60","934,447.00","18.80","United States","NYSE","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","17,570,096.88","0.04","17,570,096.88","113,414.00","154.92","United States","NYSE","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","17,443,934.16","0.04","17,443,934.16","379,546.00","45.96","United States","NASDAQ","USD","1.00","USD","-"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","17,421,856.20","0.04","17,421,856.20","16,702.00","1,043.10","United States","NYSE","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","17,354,306.20","0.04","17,354,306.20","229,130.00","75.74","United States","NYSE","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","17,255,613.84","0.04","17,255,613.84","161,736.00","106.69","United States","NYSE","USD","1.00","USD","-"
"LPLA","LPL FINANCIAL HOLDINGS INC","Financials","Equity","17,186,868.80","0.04","17,186,868.80","57,160.00","300.68","United States","NASDAQ","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","17,157,016.50","0.04","17,157,016.50","110,370.00","155.45","United States","NASDAQ","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","16,946,978.18","0.04","16,946,978.18","97,694.00","173.47","United States","NASDAQ","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","16,913,296.44","0.04","16,913,296.44","32,146.00","526.14","United States","NASDAQ","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","16,799,021.48","0.04","16,799,021.48","248,396.00","67.63","United States","NYSE","USD","1.00","USD","-"
"MKL","MARKEL GROUP INC","Financials","Equity","16,753,349.82","0.04","16,753,349.82","8,851.00","1,892.82","United States","NYSE","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","16,680,105.24","0.04","16,680,105.24","82,714.00","201.66","United States","NYSE","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","16,565,763.32","0.04","16,565,763.32","140,174.00","118.18","United States","NYSE","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","16,560,234.45","0.04","16,560,234.45","101,193.00","163.65","United States","NYSE","USD","1.00","USD","-"
"UTHR","UNITED THERAPEUTICS CORP","Health Care","Equity","16,392,065.60","0.04","16,392,065.60","30,266.00","541.60","United States","NASDAQ","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","16,200,043.86","0.04","16,200,043.86","171,647.00","94.38","United States","NYSE","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","16,121,678.88","0.04","16,121,678.88","213,702.00","75.44","United States","NYSE","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","15,984,260.32","0.04","15,984,260.32","620,507.00","25.76","United States","NYSE","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","15,888,842.56","0.04","15,888,842.56","59,728.00","266.02","United States","NYSE","USD","1.00","USD","-"
"WWD","WOODWARD INC","Industrials","Equity","15,840,561.84","0.04","15,840,561.84","42,573.00","372.08","United States","NASDAQ","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","15,797,178.12","0.04","15,797,178.12","270,222.00","58.46","United States","NYSE","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","15,761,789.34","0.04","15,761,789.34","80,229.00","196.46","United States","NYSE","USD","1.00","USD","-"
"XPO","XPO INC","Industrials","Equity","15,606,809.78","0.04","15,606,809.78","80,923.00","192.86","United States","NYSE","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","15,593,187.76","0.04","15,593,187.76","341,357.00","45.68","United States","NYSE","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","15,581,201.76","0.04","15,581,201.76","69,752.00","223.38","United States","NYSE","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","15,435,108.01","0.04","15,435,108.01","177,191.00","87.11","United States","NYSE","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","15,374,852.64","0.04","15,374,852.64","101,444.00","151.56","United States","NYSE","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","15,332,150.75","0.04","15,332,150.75","84,275.00","181.93","United States","NYSE","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","15,161,483.15","0.04","15,161,483.15","83,585.00","181.39","United States","NYSE","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","15,111,816.30","0.03","15,111,816.30","60,039.00","251.70","United States","NASDAQ","USD","1.00","USD","-"
"ASTS","AST SPACEMOBILE INC CLASS A","Communication","Equity","15,101,976.84","0.03","15,101,976.84","157,214.00","96.06","United States","NASDAQ","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","15,061,158.42","0.03","15,061,158.42","370,326.00","40.67","United States","NYSE","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","15,037,559.95","0.03","15,037,559.95","87,149.00","172.55","United States","NYSE","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","15,028,369.50","0.03","15,028,369.50","142,449.00","105.50","United States","NASDAQ","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","14,975,231.04","0.03","14,975,231.04","85,946.00","174.24","United States","NYSE","USD","1.00","USD","-"
"ZM","ZOOM COMMUNICATIONS INC CLASS A","Information Technology","Equity","14,890,968.51","0.03","14,890,968.51","190,641.00","78.11","United States","NASDAQ","USD","1.00","USD","-"
"BURL","BURLINGTON STORES INC","Consumer Discretionary","Equity","14,883,662.54","0.03","14,883,662.54","45,202.00","329.27","United States","NYSE","USD","1.00","USD","-"
"USFD","US FOODS HOLDING CORP","Consumer Staples","Equity","14,809,839.68","0.03","14,809,839.68","160,141.00","92.48","United States","NYSE","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","14,692,732.44","0.03","14,692,732.44","164,018.00","89.58","United States","NASDAQ","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","14,672,277.68","0.03","14,672,277.68","137,587.00","106.64","United States","NASDAQ","USD","1.00","USD","-"
"PSTG","EVERPURE INC CLASS A","Information Technology","Equity","14,576,437.21","0.03","14,576,437.21","222,643.00","65.47","United States","NYSE","USD","1.00","USD","-"
"NVT","NVENT ELECTRIC PLC","Industrials","Equity","14,445,990.39","0.03","14,445,990.39","113,739.00","127.01","United States","NYSE","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","14,414,864.64","0.03","14,414,864.64","90,728.00","158.88","United States","NYSE","USD","1.00","USD","-"
"SOFI","SOFI TECHNOLOGIES INC","Financials","Equity","14,342,748.48","0.03","14,342,748.48","866,108.00","16.56","United States","NASDAQ","USD","1.00","USD","-"
"ATI","ATI INC","Industrials","Equity","14,333,651.00","0.03","14,333,651.00","96,199.00","149.00","United States","NYSE","USD","1.00","USD","-"
"BWXT","BWX TECHNOLOGIES INC","Industrials","Equity","14,316,500.63","0.03","14,316,500.63","64,451.00","222.13","United States","NYSE","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","14,281,414.38","0.03","14,281,414.38","84,137.00","169.74","United States","NASDAQ","USD","1.00","USD","-"
"MTZ","MASTEC INC","Industrials","Equity","14,277,614.40","0.03","14,277,614.40","44,128.00","323.55","United States","NYSE","USD","1.00","USD","-"
"ARES","ARES MANAGEMENT CORP CLASS A","Financials","Equity","14,270,787.00","0.03","14,270,787.00","133,998.00","106.50","United States","NYSE","USD","1.00","USD","-"
"CPAY","CORPAY INC","Financials","Equity","14,223,502.37","0.03","14,223,502.37","48,739.00","291.83","United States","NYSE","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","14,225,590.62","0.03","14,225,590.62","111,042.00","128.11","United States","NYSE","USD","1.00","USD","-"
"RGLD","ROYAL GOLD INC","Materials","Equity","14,009,455.71","0.03","14,009,455.71","60,129.00","232.99","United States","NASDAQ","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","14,001,957.24","0.03","14,001,957.24","181,396.00","77.19","United States","NYSE","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","13,977,614.32","0.03","13,977,614.32","72,232.00","193.51","United States","NASDAQ","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","13,964,059.04","0.03","13,964,059.04","97,528.00","143.18","United States","NYSE","USD","1.00","USD","-"
"CRS","CARPENTER TECHNOLOGY CORP","Industrials","Equity","13,927,826.64","0.03","13,927,826.64","34,251.00","406.64","United States","NYSE","USD","1.00","USD","-"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","13,838,290.20","0.03","13,838,290.20","56,130.00","246.54","United States","NASDAQ","USD","1.00","USD","-"
"ILMN","ILLUMINA INC","Health Care","Equity","13,841,111.20","0.03","13,841,111.20","109,676.00","126.20","United States","NASDAQ","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","13,821,397.25","0.03","13,821,397.25","298,325.00","46.33","United States","NYSE","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","13,779,938.09","0.03","13,779,938.09","380,977.00","36.17","United States","NYSE","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","13,769,255.28","0.03","13,769,255.28","155,199.00","88.72","United States","NASDAQ","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","13,670,341.86","0.03","13,670,341.86","374,838.00","36.47","United States","NYSE","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","13,600,373.44","0.03","13,600,373.44","83,254.00","163.36","United States","NYSE","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","13,580,618.04","0.03","13,580,618.04","36,942.00","367.62","United States","NYSE","USD","1.00","USD","-"
"MRNA","MODERNA INC","Health Care","Equity","13,513,603.08","0.03","13,513,603.08","252,402.00","53.54","United States","NASDAQ","USD","1.00","USD","-"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","13,508,508.51","0.03","13,508,508.51","146,529.00","92.19","United States","NYSE","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","13,483,960.00","0.03","13,483,960.00","674,198.00","20.00","United States","NYSE","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","13,407,542.40","0.03","13,407,542.40","62,840.00","213.36","United States","NYSE","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","13,260,133.95","0.03","13,260,133.95","206,255.00","64.29","United States","NYSE","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","13,223,313.80","0.03","13,223,313.80","329,020.00","40.19","United States","NYSE","USD","1.00","USD","-"
"ENTG","ENTEGRIS INC","Information Technology","Equity","13,186,911.72","0.03","13,186,911.72","107,054.00","123.18","United States","NASDAQ","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","13,128,224.70","0.03","13,128,224.70","323,754.00","40.55","United States","NYSE","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","13,123,118.40","0.03","13,123,118.40","164,080.00","79.98","United States","NASDAQ","USD","1.00","USD","-"
"RPRX","ROYALTY PHARMA PLC CLASS A","Health Care","Equity","13,087,555.43","0.03","13,087,555.43","278,281.00","47.03","United States","NASDAQ","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","13,068,422.01","0.03","13,068,422.01","607,551.00","21.51","United States","NASDAQ","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","13,070,897.19","0.03","13,070,897.19","59,709.00","218.91","United States","NASDAQ","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","13,024,830.98","0.03","13,024,830.98","669,313.00","19.46","United States","NYSE","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","12,934,409.60","0.03","12,934,409.60","121,564.00","106.40","United States","NYSE","USD","1.00","USD","-"
"RDDT","REDDIT INC CLASS A","Communication","Equity","12,928,900.22","0.03","12,928,900.22","92,594.00","139.63","United States","NYSE","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","12,910,726.77","0.03","12,910,726.77","182,587.00","70.71","United States","NYSE","USD","1.00","USD","-"
"RBA","RB GLOBAL INC","Industrials","Equity","12,819,254.40","0.03","12,819,254.40","131,520.00","97.47","Canada","NYSE","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","12,790,375.17","0.03","12,790,375.17","174,947.00","73.11","United States","NYSE","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","12,793,515.59","0.03","12,793,515.59","183,367.00","69.77","United States","NASDAQ","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","12,736,202.85","0.03","12,736,202.85","77,119.00","165.15","United States","NASDAQ","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","12,665,402.60","0.03","12,665,402.60","1,933.00","6,552.20","United States","NYSE","USD","1.00","USD","-"
"TWLO","TWILIO INC CLASS A","Information Technology","Equity","12,619,386.87","0.03","12,619,386.87","100,609.00","125.43","United States","NYSE","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","12,546,392.82","0.03","12,546,392.82","50,791.00","247.02","United States","NYSE","USD","1.00","USD","-"
"FWONK","LIBERTY MEDIA FORMULA ONE SERIES C","Communication","Equity","12,495,332.38","0.03","12,495,332.38","150,022.00","83.29","United States","NASDAQ","USD","1.00","USD","-"
"THC","TENET HEALTHCARE CORP","Health Care","Equity","12,418,083.12","0.03","12,418,083.12","62,078.00","200.04","United States","NYSE","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","12,418,763.28","0.03","12,418,763.28","141,702.00","87.64","United States","NYSE","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","12,414,298.38","0.03","12,414,298.38","226,621.00","54.78","United States","NYSE","USD","1.00","USD","-"
"RBC","RBC BEARINGS INC","Industrials","Equity","12,390,781.26","0.03","12,390,781.26","22,061.00","561.66","United States","NYSE","USD","1.00","USD","-"
"OVV","OVINTIV INC","Energy","Equity","12,350,590.96","0.03","12,350,590.96","205,364.00","60.14","United States","NYSE","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","12,326,928.80","0.03","12,326,928.80","297,680.00","41.41","United States","NASDAQ","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","12,311,562.04","0.03","12,311,562.04","85,759.00","143.56","United States","NASDAQ","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","12,253,892.75","0.03","12,253,892.75","518,135.00","23.65","United States","NYSE","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","12,238,471.68","0.03","12,238,471.68","41,088.00","297.86","United States","NASDAQ","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","12,193,462.05","0.03","12,193,462.05","198,429.00","61.45","United States","NYSE","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","12,171,944.61","0.03","12,171,944.61","171,993.00","70.77","United States","NYSE","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","12,171,053.35","0.03","12,171,053.35","102,149.00","119.15","United States","NASDAQ","USD","1.00","USD","-"
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Financials","Equity","12,076,166.49","0.03","12,076,166.49","6,441.00","1,874.89","United States","NASDAQ","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","12,017,614.50","0.03","12,017,614.50","221,850.00","54.17","United States","NYSE","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","11,981,927.68","0.03","11,981,927.68","158,659.00","75.52","United States","NASDAQ","USD","1.00","USD","-"
"BG","BUNGE GLOBAL","Consumer Staples","Equity","11,886,289.80","0.03","11,886,289.80","94,787.00","125.40","United States","NYSE","USD","1.00","USD","-"
"BAM","BROOKFIELD ASSET MANAGEMENT VOTING","Financials","Equity","11,888,267.45","0.03","11,888,267.45","272,105.00","43.69","Canada","NYSE","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","11,888,762.88","0.03","11,888,762.88","74,904.00","158.72","United States","NASDAQ","USD","1.00","USD","-"
"MKSI","MKS","Information Technology","Equity","11,832,126.08","0.03","11,832,126.08","48,556.00","243.68","United States","NASDAQ","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","11,807,187.75","0.03","11,807,187.75","194,357.00","60.75","United States","NYSE","USD","1.00","USD","-"
"ITT","ITT INC","Industrials","Equity","11,713,062.57","0.03","11,713,062.57","60,467.00","193.71","United States","NYSE","USD","1.00","USD","-"
"FLUT","FLUTTER ENTERTAINMENT PLC","Consumer Discretionary","Equity","11,661,865.60","0.03","11,661,865.60","112,784.00","103.40","United States","NYSE","USD","1.00","USD","-"
"RVMD","REVOLUTION MEDICINES INC","Health Care","Equity","11,629,540.02","0.03","11,629,540.02","123,338.00","94.29","United States","NASDAQ","USD","1.00","USD","-"
"MTSI","MACOM TECHNOLOGY SOLUTIONS INC","Information Technology","Equity","11,610,730.32","0.03","11,610,730.32","47,383.00","245.04","United States","NASDAQ","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","11,611,950.30","0.03","11,611,950.30","55,533.00","209.10","United States","NASDAQ","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","11,465,149.36","0.03","11,465,149.36","214,382.00","53.48","United States","NYSE","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","11,376,031.81","0.03","11,376,031.81","125,411.00","90.71","United States","NYSE","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","11,368,209.09","0.03","11,368,209.09","347,333.00","32.73","United States","NYSE","USD","1.00","USD","-"
"HEIA","HEICO CORP CLASS A","Industrials","Equity","11,370,478.50","0.03","11,370,478.50","53,370.00","213.05","United States","NYSE","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","11,355,256.90","0.03","11,355,256.90","93,613.00","121.30","United States","NASDAQ","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","11,280,546.00","0.03","11,280,546.00","835,596.00","13.50","United States","NASDAQ","USD","1.00","USD","-"
"RS","RELIANCE STEEL & ALUMINUM","Materials","Equity","11,225,280.56","0.03","11,225,280.56","37,544.00","298.99","United States","NYSE","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","11,186,739.84","0.03","11,186,739.84","27,789.00","402.56","United States","NYSE","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","11,165,426.09","0.03","11,165,426.09","169,507.00","65.87","United States","NASDAQ","USD","1.00","USD","-"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","11,166,968.32","0.03","11,166,968.32","87,488.00","127.64","United States","NYSE","USD","1.00","USD","-"
"APG","API GROUP CORP","Industrials","Equity","11,061,350.56","0.03","11,061,350.56","262,366.00","42.16","United States","NYSE","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","11,029,961.28","0.03","11,029,961.28","45,552.00","242.14","United States","NYSE","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","10,995,462.00","0.03","10,995,462.00","84,600.00","129.97","United States","NYSE","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","10,976,820.27","0.03","10,976,820.27","154,843.00","70.89","United States","NYSE","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","10,920,167.28","0.03","10,920,167.28","22,671.00","481.68","United States","NYSE","USD","1.00","USD","-"
"AA","ALCOA CORP","Materials","Equity","10,881,982.10","0.03","10,881,982.10","185,383.00","58.70","United States","NYSE","USD","1.00","USD","-"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Financials","Equity","10,832,239.63","0.03","10,832,239.63","505,943.00","21.41","United States","NYSE","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","10,810,584.00","0.02","10,810,584.00","50,049.00","216.00","United States","NASDAQ","USD","1.00","USD","-"
"ALAB","ASTERA LABS INC","Information Technology","Equity","10,805,634.00","0.02","10,805,634.00","89,800.00","120.33","United States","NASDAQ","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","10,782,920.47","0.02","10,782,920.47","433,223.00","24.89","United States","NYSE","USD","1.00","USD","-"
"SGI","SOMNIGROUP INTERNATIONAL INC","Consumer Discretionary","Equity","10,746,884.08","0.02","10,746,884.08","143,848.00","74.71","United States","NYSE","USD","1.00","USD","-"
"PR","PERMIAN RESOURCES CORP CLASS A","Energy","Equity","10,643,280.12","0.02","10,643,280.12","508,761.00","20.92","United States","NYSE","USD","1.00","USD","-"
"TLN","TALEN ENERGY CORP","Utilities","Equity","10,602,782.13","0.02","10,602,782.13","32,297.00","328.29","United States","NASDAQ","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","10,560,959.01","0.02","10,560,959.01","471,261.00","22.41","United States","NYSE","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","10,533,464.10","0.02","10,533,464.10","105,282.00","100.05","United States","NYSE","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","10,506,011.53","0.02","10,506,011.53","113,911.00","92.23","United States","NASDAQ","USD","1.00","USD","-"
"WPC","W. P. CAREY REIT INC","Real Estate","Equity","10,506,072.96","0.02","10,506,072.96","155,784.00","67.44","United States","NYSE","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","10,454,949.54","0.02","10,454,949.54","54,558.00","191.63","United States","NYSE","USD","1.00","USD","-"
"EWBC","EAST WEST BANCORP INC","Financials","Equity","10,386,478.83","0.02","10,386,478.83","97,279.00","106.77","United States","NASDAQ","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","10,386,826.65","0.02","10,386,826.65","38,349.00","270.85","United States","NASDAQ","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","10,375,989.57","0.02","10,375,989.57","160,893.00","64.49","United States","NYSE","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","10,350,220.32","0.02","10,350,220.32","98,461.00","105.12","United States","NYSE","USD","1.00","USD","-"
"APA","APA CORP","Energy","Equity","10,346,817.24","0.02","10,346,817.24","250,407.00","41.32","United States","NASDAQ","USD","1.00","USD","-"
"CLH","CLEAN HARBORS INC","Industrials","Equity","10,323,088.32","0.02","10,323,088.32","35,808.00","288.29","United States","NYSE","USD","1.00","USD","-"
