iShares Russell 1000 ETF
Fund Holdings as of,"Mar 25, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"121,100,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"MTN","VAIL RESORTS INC","Consumer Discretionary","Equity","3,367,265.88","0.01","3,367,265.88","25,498.00","132.06","United States","NYSE","USD","1.00","USD","-"
"BC","BRUNSWICK CORP","Consumer Discretionary","Equity","3,347,050.00","0.01","3,347,050.00","45,625.00","73.36","United States","NYSE","USD","1.00","USD","-"
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL","Industrials","Equity","3,343,592.98","0.01","3,343,592.98","34,663.00","96.46","United States","NASDAQ","USD","1.00","USD","-"
"ETSY","ETSY INC","Consumer Discretionary","Equity","3,323,818.68","0.01","3,323,818.68","68,916.00","48.23","United States","NYSE","USD","1.00","USD","-"
"VNO","VORNADO REALTY TRUST REIT","Real Estate","Equity","3,298,784.52","0.01","3,298,784.52","126,974.00","25.98","United States","NYSE","USD","1.00","USD","-"
"WING","WINGSTOP INC","Consumer Discretionary","Equity","3,288,613.94","0.01","3,288,613.94","19,774.00","166.31","United States","NASDAQ","USD","1.00","USD","-"
"VVV","VALVOLINE INC","Consumer Discretionary","Equity","3,275,923.20","0.01","3,275,923.20","93,066.00","35.20","United States","NYSE","USD","1.00","USD","-"
"BFAM","BRIGHT HORIZONS FAMILY SOLUTIONS I","Consumer Discretionary","Equity","3,238,879.32","0.01","3,238,879.32","40,618.00","79.74","United States","NYSE","USD","1.00","USD","-"
"MRP","MILLROSE PROPERTIES INC CLASS A","Real Estate","Equity","3,216,954.03","0.01","3,216,954.03","109,383.00","29.41","United States","NYSE","USD","1.00","USD","-"
"TEM","TEMPUS AI INC CLASS A","Health Care","Equity","3,206,660.52","0.01","3,206,660.52","68,577.00","46.76","United States","NASDAQ","USD","1.00","USD","-"
"ALK","ALASKA AIR GROUP INC","Industrials","Equity","3,198,570.40","0.01","3,198,570.40","81,430.00","39.28","United States","NYSE","USD","1.00","USD","-"
"TNL","TRAVEL LEISURE","Consumer Discretionary","Equity","3,193,556.52","0.01","3,193,556.52","44,429.00","71.88","United States","NYSE","USD","1.00","USD","-"
"LLYVK","LIBERTY LIVE HOLDINGS INC","Consumer Discretionary","Equity","3,126,310.88","0.01","3,126,310.88","32,912.00","94.99","United States","NASDAQ","USD","1.00","USD","-"
"ESTC","ELASTIC NV","Information Technology","Equity","3,110,363.08","0.01","3,110,363.08","62,282.00","49.94","United States","NYSE","USD","1.00","USD","-"
"PATH","UIPATH INC CLASS A","Information Technology","Equity","3,111,902.16","0.01","3,111,902.16","284,712.00","10.93","United States","NYSE","USD","1.00","USD","-"
"SIRI","SIRIUSXM HOLDINGS INC","Communication","Equity","3,105,351.26","0.01","3,105,351.26","135,074.00","22.99","United States","NASDAQ","USD","1.00","USD","-"
"NVST","ENVISTA HOLDINGS CORP","Health Care","Equity","3,090,218.52","0.01","3,090,218.52","118,218.00","26.14","United States","NYSE","USD","1.00","USD","-"
"UHALB","U HAUL NON VOTING SERIES N","Industrials","Equity","3,065,818.66","0.01","3,065,818.66","71,531.00","42.86","United States","NYSE","USD","1.00","USD","-"
"SLM","SLM CORP","Financials","Equity","3,054,468.87","0.01","3,054,468.87","149,509.00","20.43","United States","NASDAQ","USD","1.00","USD","-"
"MDU","MDU RESOURCES GROUP INC","Utilities","Equity","3,035,748.75","0.01","3,035,748.75","147,725.00","20.55","United States","NYSE","USD","1.00","USD","-"
"OLED","UNIVERSAL DISPLAY CORP","Information Technology","Equity","3,026,615.31","0.01","3,026,615.31","31,257.00","96.83","United States","NASDAQ","USD","1.00","USD","-"
"THO","THOR INDUSTRIES INC","Consumer Discretionary","Equity","3,024,592.34","0.01","3,024,592.34","37,057.00","81.62","United States","NYSE","USD","1.00","USD","-"
"DBX","DROPBOX INC CLASS A","Information Technology","Equity","3,004,231.50","0.01","3,004,231.50","132,345.00","22.70","United States","NASDAQ","USD","1.00","USD","-"
"AMTM","AMENTUM HOLDINGS INC","Industrials","Equity","2,947,710.64","0.01","2,947,710.64","110,236.00","26.74","United States","NYSE","USD","1.00","USD","-"
"TREX","TREX INC","Industrials","Equity","2,911,899.10","0.01","2,911,899.10","78,067.00","37.30","United States","NYSE","USD","1.00","USD","-"
"HRB","H&R BLOCK INC","Consumer Discretionary","Equity","2,904,585.48","0.01","2,904,585.48","94,366.00","30.78","United States","NYSE","USD","1.00","USD","-"
"HLNE","HAMILTON LANE INC CLASS A","Financials","Equity","2,899,523.28","0.01","2,899,523.28","28,748.00","100.86","United States","NASDAQ","USD","1.00","USD","-"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","2,894,088.32","0.01","2,894,088.32","139,072.00","20.81","United States","NASDAQ","USD","1.00","USD","-"
"CROX","CROCS INC","Consumer Discretionary","Equity","2,878,594.78","0.01","2,878,594.78","35,942.00","80.09","United States","NASDAQ","USD","1.00","USD","-"
"ALGM","ALLEGRO MICROSYSTEMS INC","Information Technology","Equity","2,870,950.55","0.01","2,870,950.55","87,985.00","32.63","United States","NASDAQ","USD","1.00","USD","-"
"MSM","MSC INDUSTRIAL INC CLASS A","Industrials","Equity","2,848,808.10","0.01","2,848,808.10","30,999.00","91.90","United States","NYSE","USD","1.00","USD","-"
"S","SENTINELONE INC CLASS A","Information Technology","Equity","2,843,956.56","0.01","2,843,956.56","212,871.00","13.36","United States","NYSE","USD","1.00","USD","-"
"BBWI","BATH AND BODY WORKS INC","Consumer Discretionary","Equity","2,799,204.53","0.01","2,799,204.53","153,887.00","18.19","United States","NYSE","USD","1.00","USD","-"
"CORT","CORCEPT THERAPEUTICS INC","Health Care","Equity","2,706,147.96","0.01","2,706,147.96","66,868.00","40.47","United States","NASDAQ","USD","1.00","USD","-"
"AGO","ASSURED GUARANTY LTD","Financials","Equity","2,699,025.00","0.01","2,699,025.00","33,125.00","81.48","United States","NYSE","USD","1.00","USD","-"
"LAZ","LAZARD INC","Financials","Equity","2,681,813.00","0.01","2,681,813.00","65,570.00","40.90","United States","NYSE","USD","1.00","USD","-"
"DUOL","DUOLINGO INC CLASS A","Consumer Discretionary","Equity","2,667,418.32","0.01","2,667,418.32","26,911.00","99.12","United States","NASDAQ","USD","1.00","USD","-"
"MORN","MORNINGSTAR INC","Financials","Equity","2,659,091.19","0.01","2,659,091.19","16,727.00","158.97","United States","NASDAQ","USD","1.00","USD","-"
"WLK","WESTLAKE CORP","Materials","Equity","2,655,500.78","0.01","2,655,500.78","23,249.00","114.22","United States","NYSE","USD","1.00","USD","-"
"VIRT","VIRTU FINANCIAL INC CLASS A","Financials","Equity","2,632,579.38","0.01","2,632,579.38","60,187.00","43.74","United States","NYSE","USD","1.00","USD","-"
"ELF","ELF BEAUTY INC","Consumer Staples","Equity","2,625,596.05","0.01","2,625,596.05","37,697.00","69.65","United States","NYSE","USD","1.00","USD","-"
"BRKR","BRUKER CORP","Health Care","Equity","2,608,459.60","0.01","2,608,459.60","72,862.00","35.80","United States","NASDAQ","USD","1.00","USD","-"
"CUZ","COUSINS PROPERTIES REIT INC","Real Estate","Equity","2,608,595.00","0.01","2,608,595.00","118,250.00","22.06","United States","NYSE","USD","1.00","USD","-"
"NEU","NEWMARKET CORP","Materials","Equity","2,610,132.00","0.01","2,610,132.00","4,200.00","621.46","United States","NYSE","USD","1.00","USD","-"
"DLB","DOLBY LABORATORIES INC CLASS A","Information Technology","Equity","2,592,122.56","0.01","2,592,122.56","44,204.00","58.64","United States","NYSE","USD","1.00","USD","-"
"EPR","EPR PROPERTIES REIT","Real Estate","Equity","2,587,739.17","0.01","2,587,739.17","52,267.00","49.51","United States","NYSE","USD","1.00","USD","-"
"CCC","CCC INTELLIGENT SOLUTIONS HOLDINGS","Information Technology","Equity","2,557,685.31","0.01","2,557,685.31","428,423.00","5.97","United States","NASDAQ","USD","1.00","USD","-"
"PEGA","PEGASYSTEMS INC","Information Technology","Equity","2,533,254.93","0.01","2,533,254.93","61,057.00","41.49","United States","NASDAQ","USD","1.00","USD","-"
"BHF","BRIGHTHOUSE FINANCIAL INC","Financials","Equity","2,533,962.24","0.01","2,533,962.24","41,856.00","60.54","United States","NASDAQ","USD","1.00","USD","-"
"NWS","NEWS CORP CLASS B","Communication","Equity","2,511,379.75","0.01","2,511,379.75","91,025.00","27.59","United States","NASDAQ","USD","1.00","USD","-"
"UI","UBIQUITI INC","Information Technology","Equity","2,514,632.85","0.01","2,514,632.85","2,997.00","839.05","United States","NYSE","USD","1.00","USD","-"
"VKTX","VIKING THERAPEUTICS INC","Health Care","Equity","2,490,896.40","0.01","2,490,896.40","75,027.00","33.20","United States","NASDAQ","USD","1.00","USD","-"
"DRS","LEONARDO DRS INC","Industrials","Equity","2,493,220.32","0.01","2,493,220.32","53,826.00","46.32","United States","NASDAQ","USD","1.00","USD","-"
"APPF","APPFOLIO INC CLASS A","Information Technology","Equity","2,472,899.15","0.01","2,472,899.15","15,595.00","158.57","United States","NASDAQ","USD","1.00","USD","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","2,468,352.69","0.01","2,468,352.69","105,081.00","23.49","United States","NYSE","USD","1.00","USD","-"
"RYAN","RYAN SPECIALTY HOLDINGS INC CLASS","Financials","Equity","2,458,531.50","0.01","2,458,531.50","73,389.00","33.50","United States","NYSE","USD","1.00","USD","-"
"SLGN","SILGAN HOLDINGS INC","Materials","Equity","2,417,786.28","0.01","2,417,786.28","61,334.00","39.42","United States","NYSE","USD","1.00","USD","-"
"SHC","SOTERA HEALTH COMPANY","Health Care","Equity","2,409,213.50","0.01","2,409,213.50","175,855.00","13.70","United States","NASDAQ","USD","1.00","USD","-"
"ADT","ADT INC","Consumer Discretionary","Equity","2,406,092.88","0.01","2,406,092.88","364,008.00","6.61","United States","NYSE","USD","1.00","USD","-"
"KRC","KILROY REALTY REIT CORP","Real Estate","Equity","2,334,220.80","0.01","2,334,220.80","81,960.00","28.48","United States","NYSE","USD","1.00","USD","-"
"WSC","WILLSCOT HOLDINGS CORP CLASS A","Industrials","Equity","2,327,575.95","0.01","2,327,575.95","124,803.00","18.65","United States","NASDAQ","USD","1.00","USD","-"
"CWEN","CLEARWAY ENERGY INC CLASS C","Utilities","Equity","2,315,926.25","0.01","2,315,926.25","59,125.00","39.17","United States","NYSE","USD","1.00","USD","-"
"FOUR","SHIFT4 PAYMENTS INC CLASS A","Financials","Equity","2,309,025.88","0.01","2,309,025.88","47,258.00","48.86","United States","NYSE","USD","1.00","USD","-"
"COLD","AMERICOLD REALTY INC TRUST","Real Estate","Equity","2,303,914.86","0.01","2,303,914.86","203,706.00","11.31","United States","NYSE","USD","1.00","USD","-"
"OLN","OLIN CORP","Materials","Equity","2,297,541.52","0.01","2,297,541.52","81,938.00","28.04","United States","NYSE","USD","1.00","USD","-"
"PVH","PVH CORP","Consumer Discretionary","Equity","2,282,665.32","0.01","2,282,665.32","34,029.00","67.08","United States","NYSE","USD","1.00","USD","-"
"YETI","YETI HOLDINGS INC","Consumer Discretionary","Equity","2,264,032.96","0.01","2,264,032.96","61,124.00","37.04","United States","NYSE","USD","1.00","USD","-"
"DOCS","DOXIMITY INC CLASS A","Health Care","Equity","2,248,280.58","0.01","2,248,280.58","92,981.00","24.18","United States","NYSE","USD","1.00","USD","-"
"IPGP","IPG PHOTONICS CORP","Information Technology","Equity","2,244,139.69","0.01","2,244,139.69","17,669.00","127.01","United States","NASDAQ","USD","1.00","USD","-"
"FHB","FIRST HAWAIIAN INC","Financials","Equity","2,215,901.48","0.01","2,215,901.48","90,667.00","24.44","United States","NASDAQ","USD","1.00","USD","-"
"BILL","BILL HOLDINGS INC","Information Technology","Equity","2,193,515.39","0.01","2,193,515.39","57,467.00","38.17","United States","NYSE","USD","1.00","USD","-"
"RNG","RINGCENTRAL INC CLASS A","Information Technology","Equity","2,184,299.38","0.01","2,184,299.38","61,202.00","35.69","United States","NYSE","USD","1.00","USD","-"
"SMG","SCOTTS MIRACLE GRO","Materials","Equity","2,124,364.31","0.00","2,124,364.31","31,393.00","67.67","United States","NYSE","USD","1.00","USD","-"
"WHR","WHIRLPOOL CORP","Consumer Discretionary","Equity","2,101,397.10","0.00","2,101,397.10","38,055.00","55.22","United States","NYSE","USD","1.00","USD","-"
"JHX","JAMES HARDIE INDUSTRIES PLC","Materials","Equity","2,095,990.35","0.00","2,095,990.35","107,763.00","19.45","Australia","NYSE","USD","1.00","USD","-"
"KD","KYNDRYL HOLDINGS INC","Information Technology","Equity","2,063,695.70","0.00","2,063,695.70","163,138.00","12.65","United States","NYSE","USD","1.00","USD","-"
"BOKF","BOK FINANCIAL CORP","Financials","Equity","2,030,233.75","0.00","2,030,233.75","16,145.00","125.75","United States","NASDAQ","USD","1.00","USD","-"
"PSN","PARSONS CORP","Industrials","Equity","2,022,553.44","0.00","2,022,553.44","37,566.00","53.84","United States","NYSE","USD","1.00","USD","-"
"IAC","IAC INC","Communication","Equity","2,025,503.04","0.00","2,025,503.04","52,016.00","38.94","United States","NASDAQ","USD","1.00","USD","-"
"QS","QUANTUMSCAPE CORP CLASS A","Consumer Discretionary","Equity","2,019,121.76","0.00","2,019,121.76","293,477.00","6.88","United States","NASDAQ","USD","1.00","USD","-"
"IRDM","IRIDIUM COMMUNICATIONS INC","Communication","Equity","2,003,726.48","0.00","2,003,726.48","67,511.00","29.68","United States","NASDAQ","USD","1.00","USD","-"
"FRPT","FRESHPET INC","Consumer Staples","Equity","1,997,002.80","0.00","1,997,002.80","33,228.00","60.10","United States","NASDAQ","USD","1.00","USD","-"
"GPK","GRAPHIC PACKAGING HOLDING","Materials","Equity","1,988,738.22","0.00","1,988,738.22","212,019.00","9.38","United States","NYSE","USD","1.00","USD","-"
"HAYW","HAYWARD HOLDINGS INC","Industrials","Equity","1,966,832.42","0.00","1,966,832.42","141,194.00","13.93","United States","NYSE","USD","1.00","USD","-"
"GTLB","GITLAB INC CLASS A","Information Technology","Equity","1,946,204.52","0.00","1,946,204.52","94,156.00","20.67","United States","NASDAQ","USD","1.00","USD","-"
"TDC","TERADATA CORP","Information Technology","Equity","1,877,791.95","0.00","1,877,791.95","72,195.00","26.01","United States","NYSE","USD","1.00","USD","-"
"PAG","PENSKE AUTOMOTIVE GROUP VOTING INC","Consumer Discretionary","Equity","1,878,331.02","0.00","1,878,331.02","12,682.00","148.11","United States","NYSE","USD","1.00","USD","-"
"EEFT","EURONET WORLDWIDE INC","Financials","Equity","1,866,731.76","0.00","1,866,731.76","27,816.00","67.11","United States","NASDAQ","USD","1.00","USD","-"
"CHH","CHOICE HOTELS INTERNATIONAL INC","Consumer Discretionary","Equity","1,843,697.76","0.00","1,843,697.76","18,552.00","99.38","United States","NYSE","USD","1.00","USD","-"
"FRHC","FREEDOM HOLDING CORP","Financials","Equity","1,832,333.76","0.00","1,832,333.76","12,564.00","145.84","United States","NASDAQ","USD","1.00","USD","-"
"NSA","NATIONAL STORAGE AFFILIATES TRUST","Real Estate","Equity","1,827,517.96","0.00","1,827,517.96","48,838.00","37.42","United States","NYSE","USD","1.00","USD","-"
"LOAR","LOAR HOLDINGS INC","Industrials","Equity","1,805,057.32","0.00","1,805,057.32","30,332.00","59.51","United States","NYSE","USD","1.00","USD","-"
"RHI","ROBERT HALF","Industrials","Equity","1,805,334.04","0.00","1,805,334.04","73,627.00","24.52","United States","NYSE","USD","1.00","USD","-"
"WU","WESTERN UNION","Financials","Equity","1,766,610.30","0.00","1,766,610.30","194,133.00","9.10","United States","NYSE","USD","1.00","USD","-"
"LINE","LINEAGE INC","Real Estate","Equity","1,757,932.65","0.00","1,757,932.65","50,385.00","34.89","United States","NASDAQ","USD","1.00","USD","-"
"ASH","ASHLAND INC","Materials","Equity","1,702,921.65","0.00","1,702,921.65","31,765.00","53.61","United States","NYSE","USD","1.00","USD","-"
"XRAY","DENTSPLY SIRONA INC","Health Care","Equity","1,657,310.24","0.00","1,657,310.24","141,893.00","11.68","United States","NASDAQ","USD","1.00","USD","-"
"MPT","MEDICAL PROPERTIES TRUST REIT INC","Real Estate","Equity","1,650,564.00","0.00","1,650,564.00","354,960.00","4.65","United States","NYSE","USD","1.00","USD","-"
"PENN","PENN ENTERTAINMENT INC","Consumer Discretionary","Equity","1,638,636.16","0.00","1,638,636.16","111,776.00","14.66","United States","NASDAQ","USD","1.00","USD","-"
"HIW","HIGHWOODS PROPERTIES REIT INC","Real Estate","Equity","1,634,307.84","0.00","1,634,307.84","77,382.00","21.12","United States","NYSE","USD","1.00","USD","-"
"ACHC","ACADIA HEALTHCARE COMPANY INC","Health Care","Equity","1,572,784.07","0.00","1,572,784.07","64,697.00","24.31","United States","NASDAQ","USD","1.00","USD","-"
"CAR","AVIS BUDGET GROUP INC","Industrials","Equity","1,570,200.48","0.00","1,570,200.48","12,708.00","123.56","United States","NASDAQ","USD","1.00","USD","-"
"PK","PARK HOTELS RESORTS INC","Real Estate","Equity","1,565,832.00","0.00","1,565,832.00","147,720.00","10.60","United States","NYSE","USD","1.00","USD","-"
"SRPT","SAREPTA THERAPEUTICS INC","Health Care","Equity","1,545,810.64","0.00","1,545,810.64","65,032.00","23.77","United States","NASDAQ","USD","1.00","USD","-"
"DXC","DXC TECHNOLOGY","Information Technology","Equity","1,521,582.93","0.00","1,521,582.93","126,693.00","12.01","United States","NYSE","USD","1.00","USD","-"
"HOG","HARLEY DAVIDSON INC","Consumer Discretionary","Equity","1,518,270.94","0.00","1,518,270.94","82,202.00","18.47","United States","NYSE","USD","1.00","USD","-"
"HHH","HOWARD HUGHES HOLDINGS INC","Real Estate","Equity","1,500,050.82","0.00","1,500,050.82","23,486.00","63.87","United States","NYSE","USD","1.00","USD","-"
"SMMT","SUMMIT THERAPEUTICS INC","Health Care","Equity","1,490,814.00","0.00","1,490,814.00","83,100.00","17.94","United States","NASDAQ","USD","1.00","USD","-"
"HUN","HUNTSMAN CORP","Materials","Equity","1,486,478.16","0.00","1,486,478.16","120,168.00","12.37","United States","NYSE","USD","1.00","USD","-"
"CXT","CRANE NXT","Information Technology","Equity","1,489,408.29","0.00","1,489,408.29","34,533.00","43.13","United States","NYSE","USD","1.00","USD","-"
"ZG","ZILLOW GROUP INC CLASS A","Real Estate","Equity","1,455,288.80","0.00","1,455,288.80","33,532.00","43.40","United States","NASDAQ","USD","1.00","USD","-"
"LBTYA","LIBERTY GLOBAL LTD CLASS A","Communication","Equity","1,446,878.72","0.00","1,446,878.72","117,824.00","12.28","United States","NASDAQ","USD","1.00","USD","-"
"BRBR","BELLRING BRANDS INC","Consumer Staples","Equity","1,439,826.00","0.00","1,439,826.00","92,892.00","15.50","United States","NYSE","USD","1.00","USD","-"
"RH","RH","Consumer Discretionary","Equity","1,424,039.06","0.00","1,424,039.06","10,399.00","136.94","United States","NYSE","USD","1.00","USD","-"
"CACC","CREDIT ACCEPTANCE CORP","Financials","Equity","1,419,180.27","0.00","1,419,180.27","3,197.00","443.91","United States","NASDAQ","USD","1.00","USD","-"
"BIRK","BIRKENSTOCK HOLDING PLC","Consumer Discretionary","Equity","1,377,586.49","0.00","1,377,586.49","37,877.00","36.37","United States","NYSE","USD","1.00","USD","-"
"FMC","FMC CORP","Materials","Equity","1,365,297.44","0.00","1,365,297.44","88,426.00","15.44","United States","NYSE","USD","1.00","USD","-"
"KMPR","KEMPER CORP","Financials","Equity","1,356,931.60","0.00","1,356,931.60","44,680.00","30.37","United States","NYSE","USD","1.00","USD","-"
"FWONA","LIBERTY MEDIA FORMULA ONE SERIES A","Communication","Equity","1,351,408.50","0.00","1,351,408.50","17,770.00","76.05","United States","NASDAQ","USD","1.00","USD","-"
"APLS","APELLIS PHARMACEUTICALS INC","Health Care","Equity","1,309,330.80","0.00","1,309,330.80","73,890.00","17.72","United States","NASDAQ","USD","1.00","USD","-"
"GLOB","GLOBANT SA","Information Technology","Equity","1,298,785.50","0.00","1,298,785.50","29,775.00","43.62","United States","NYSE","USD","1.00","USD","-"
"LLYVA","LIBERTY LIVE HOLDINGS INC","Consumer Discretionary","Equity","1,272,168.18","0.00","1,272,168.18","13,777.00","92.34","United States","NASDAQ","USD","1.00","USD","-"
"SAM","BOSTON BEER INC CLASS A","Consumer Staples","Equity","1,242,007.26","0.00","1,242,007.26","5,538.00","224.27","United States","NYSE","USD","1.00","USD","-"
"DDS","DILLARDS INC CLASS A","Consumer Discretionary","Equity","1,237,237.68","0.00","1,237,237.68","2,181.00","567.28","United States","NYSE","USD","1.00","USD","-"
"RARE","ULTRAGENYX PHARMACEUTICAL INC","Health Care","Equity","1,230,084.65","0.00","1,230,084.65","61,969.00","19.85","United States","NASDAQ","USD","1.00","USD","-"
"CAI","CARIS LIFE SCIENCES INC","Health Care","Equity","1,208,311.68","0.00","1,208,311.68","65,103.00","18.56","United States","NASDAQ","USD","1.00","USD","-"
"LBTYK","LIBERTY GLOBAL LTD CLASS C","Communication","Equity","1,194,382.04","0.00","1,194,382.04","99,698.00","11.98","United States","NASDAQ","USD","1.00","USD","-"
"OGN","ORGANON","Health Care","Equity","1,149,752.40","0.00","1,149,752.40","188,484.00","6.10","United States","NYSE","USD","1.00","USD","-"
"GTM","ZOOMINFO TECHNOLOGIES INC","Communication","Equity","1,152,599.42","0.00","1,152,599.42","198,382.00","5.81","United States","NASDAQ","USD","1.00","USD","-"
"NCNO","NCINO INC","Information Technology","Equity","1,098,192.16","0.00","1,098,192.16","75,842.00","14.48","United States","NASDAQ","USD","1.00","USD","-"
"INSP","INSPIRE MEDICAL SYSTEMS INC","Health Care","Equity","1,093,542.11","0.00","1,093,542.11","21,271.00","51.41","United States","NYSE","USD","1.00","USD","-"
"FLO","FLOWERS FOODS INC","Consumer Staples","Equity","1,090,890.00","0.00","1,090,890.00","131,750.00","8.28","United States","NYSE","USD","1.00","USD","-"
"SEB","SEABOARD CORP","Consumer Staples","Equity","1,091,870.60","0.00","1,091,870.60","202.00","5,405.30","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"NWL","NEWELL BRANDS INC","Consumer Discretionary","Equity","1,061,980.04","0.00","1,061,980.04","298,309.00","3.56","United States","NASDAQ","USD","1.00","USD","-"
"DJT","TRUMP MEDIA TECHNOLOGY GROUP CORP","Communication","Equity","1,051,097.06","0.00","1,051,097.06","114,374.00","9.19","United States","NASDAQ","USD","1.00","USD","-"
"COLM","COLUMBIA SPORTSWEAR","Consumer Discretionary","Equity","1,024,123.52","0.00","1,024,123.52","18,496.00","55.37","United States","NASDAQ","USD","1.00","USD","-"
"PPC","PILGRIMS PRIDE CORP","Consumer Staples","Equity","995,054.06","0.00","995,054.06","28,093.00","35.42","United States","NASDAQ","USD","1.00","USD","-"
"CWENA","CLEARWAY ENERGY INC CLASS A","Utilities","Equity","963,021.24","0.00","963,021.24","24,636.00","39.09","United States","NYSE","USD","1.00","USD","-"
"DV","DOUBLEVERIFY HOLDINGS INC","Communication","Equity","966,629.75","0.00","966,629.75","98,135.00","9.85","United States","NYSE","USD","1.00","USD","-"
"MAN","MANPOWER INC","Industrials","Equity","950,814.63","0.00","950,814.63","33,681.00","28.23","United States","NYSE","USD","1.00","USD","-"
"LCID","LUCID GROUP INC","Consumer Discretionary","Equity","944,528.52","0.00","944,528.52","88,439.00","10.68","United States","NASDAQ","USD","1.00","USD","-"
"PRGO","PERRIGO PLC","Health Care","Equity","944,765.31","0.00","944,765.31","97,499.00","9.69","United States","NYSE","USD","1.00","USD","-"
"WEN","WENDYS","Consumer Discretionary","Equity","895,677.30","0.00","895,677.30","125,445.00","7.14","United States","NASDAQ","USD","1.00","USD","-"
"BLSH","BULLISH","Financials","Equity","883,273.14","0.00","883,273.14","23,598.00","37.43","United States","NYSE","USD","1.00","USD","-"
"SNDR","SCHNEIDER NATIONAL INC CLASS B","Industrials","Equity","865,121.95","0.00","865,121.95","33,467.00","25.85","United States","NYSE","USD","1.00","USD","-"
"BFA","BROWN FORMAN CORP CLASS A","Consumer Staples","Equity","839,173.72","0.00","839,173.72","35,156.00","23.87","United States","NYSE","USD","1.00","USD","-"
"GLIBK","GCI LIBERTY INC SERIES C","Communication","Equity","835,439.76","0.00","835,439.76","22,696.00","36.81","United States","NASDAQ","USD","1.00","USD","-"
"UAA","UNDER ARMOUR INC CLASS A","Consumer Discretionary","Equity","836,255.16","0.00","836,255.16","139,842.00","5.98","United States","NYSE","USD","1.00","USD","-"
"UA","UNDER ARMOUR INC CLASS C","Consumer Discretionary","Equity","818,461.80","0.00","818,461.80","139,908.00","5.85","United States","NYSE","USD","1.00","USD","-"
"REYN","REYNOLDS CONSUMER PRODUCTS INC","Consumer Staples","Equity","809,378.51","0.00","809,378.51","38,341.00","21.11","United States","NASDAQ","USD","1.00","USD","-"
"CNA","CNA FINANCIAL CORP","Financials","Equity","803,052.36","0.00","803,052.36","17,634.00","45.54","United States","NYSE","USD","1.00","USD","-"
"SFD","SMITHFIELD FOODS INC","Consumer Staples","Equity","805,352.73","0.00","805,352.73","32,227.00","24.99","United States","NASDAQ","USD","1.00","USD","-"
"CNXC","CONCENTRIX CORP","Industrials","Equity","799,357.34","0.00","799,357.34","32,402.00","24.67","United States","NASDAQ","USD","1.00","USD","-"
"FIGR","FIGURE TECHNOLOGY SOLUTIONS INC CL","Financials","Equity","774,257.68","0.00","774,257.68","24,808.00","31.21","United States","NASDAQ","USD","1.00","USD","-"
"CLVT","CLARIVATE PLC","Industrials","Equity","721,960.24","0.00","721,960.24","291,113.00","2.48","United States","NYSE","USD","1.00","USD","-"
"LBRDA","LIBERTY BROADBAND CORP SERIES A","Communication","Equity","605,744.32","0.00","605,744.32","11,896.00","50.92","United States","NASDAQ","USD","1.00","USD","-"
"TFSL","TFS FINANCIAL CORP","Financials","Equity","579,729.20","0.00","579,729.20","42,316.00","13.70","United States","NASDAQ","USD","1.00","USD","-"
"COTY","COTY INC CLASS A","Consumer Staples","Equity","567,522.00","0.00","567,522.00","276,840.00","2.05","United States","NYSE","USD","1.00","USD","-"
"LENB","LENNAR CORP CLASS B","Consumer Discretionary","Equity","553,034.13","0.00","553,034.13","6,261.00","88.33","United States","NYSE","USD","1.00","USD","-"
"SAIL","SAILPOINT INC","Information Technology","Equity","527,391.09","0.00","527,391.09","42,773.00","12.33","United States","NASDAQ","USD","1.00","USD","-"
"CERT","CERTARA INC","Health Care","Equity","501,121.10","0.00","501,121.10","82,151.00","6.10","United States","NASDAQ","USD","1.00","USD","-"
"UWMC","UWM HOLDINGS CORP CLASS A","Financials","Equity","441,324.13","0.00","441,324.13","125,021.00","3.53","United States","NYSE","USD","1.00","USD","-"
"NIQ","NIQ GLOBAL INTELLIGENCE PLC","Communication","Equity","363,363.79","0.00","363,363.79","33,991.00","10.69","United States","NYSE","USD","1.00","USD","-"
"CBC","CENTRAL BANCOMPANY INC CLASS A","Financials","Equity","345,600.40","0.00","345,600.40","14,570.00","23.72","United States","NASDAQ","USD","1.00","USD","-"
"UHAL","U HAUL HOLDING","Industrials","Equity","289,319.45","0.00","289,319.45","6,335.00","45.67","United States","NYSE","USD","1.00","USD","-"
"INGM","INGRAM MICRO HOLDING CORP","Information Technology","Equity","289,364.63","0.00","289,364.63","12,697.00","22.79","United States","NYSE","USD","1.00","USD","-"
"FRMI","FERMI INC","Real Estate","Equity","161,771.40","0.00","161,771.40","24,290.00","6.66","United States","NASDAQ","USD","1.00","USD","-"
"GLIBA","GCI LIBERTY INC SERIES A","Communication","Equity","86,881.08","0.00","86,881.08","2,379.00","36.52","United States","NASDAQ","USD","1.00","USD","-"
