case_id,ticker,cik,sector,market_cap_at_entry,entry_date,entry_cross_section,outcome_class,forward_return_3yr,sp500_return_3yr,spread_variance_slope,spread_theta,si_zipf_velocity,si_csd,si_d1,si_d2,si_theta,si_zipf_x_d1,composite,volume_benford_kld,beta_level,beta_trajectory,beta_velocity,fin_csd,fin_benford_kld,fin_d1_growth,fisher_information,benford_structural_stress,eps_round_number_excess,form4_net_value,form4_buy_sell_ratio,form4_net_direction,form4_log_net_value,form4_purchases_value,form4_sales_value,hurst_revenue,hurst_x_growth_direction,scurve_phase,revenue_d1,revenue_d2
MC-RNR-2020-09-30,RNR,0000913144,Financials,14575875188,2020-09-30,2020-Q3,underperform,0.166,0.3,0.0032605072302558397,0.5283576675433289,-1.4,0.9884476843370452,0.03576036755177863,-0.06571911865529342,1.3161416587161194,-0.05006451457249008,0.19999999999999996,,2.190548680518384,6.499401163514431,0.9304321085317655,-0.0025433104444259847,0.13951256882139718,0.3876010302286511,0.14606531933262018,STRUCTURAL_STRESS,-0.01415929203539823,,,,,,,0.232665635869583,0.232665635869583,ACCELERATING,0.3876010302286511,0.3258894318355385
MC-RNR-2022-03-31,RNR,0000913144,Financials,14575875188,2022-03-31,2022-Q1,winner,0.5141,0.28,-0.0018465441176470582,0.33284375744425865,0.46703296703296704,0.6825908439193645,0.06774114057144731,0.11453575949360612,1.2655388774156282,0.03163734587128034,0.25,,4.236338777070742,3.6237317069217525,-1.591992734451848,-0.0030998002168878052,0.13057992630704432,0.005589528466006656,0.14606531933262018,STRUCTURAL_STRESS,0.032,,,,,,,0.2265917714763872,0.2265917714763872,ACCELERATING,0.005589528466006656,0.2489391769661454
MC-TCANF-2020-09-30,TCANF,,Unknown,14547336846,2020-09-30,2020-Q3,mixed,0.2898,0.3,0.0032605072302558397,0.5283576675433289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-TCANF-2022-03-31,TCANF,,Unknown,14547336846,2022-03-31,2022-Q1,trap,-0.4866,0.28,-0.0018465441176470582,0.33284375744425865,100,0.9999999503150385,-130.44625199362042,-117.31666666666666,4.605170185988091,-13044.625199362043,-0.15000000000000002,,,,,,,,,,,,,,,,,,,,,
MC-NLY-PI-2020-09-30,NLY-PI,,Unknown,14441596466,2020-09-30,2020-Q3,underperform,0.0353,0.3,0.0032605072302558397,0.5283576675433289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-NLY-PI-2022-03-31,NLY-PI,,Unknown,14441596466,2022-03-31,2022-Q1,underperform,0.0328,0.28,-0.0018465441176470582,0.33284375744425865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-FMCQF-2020-09-30,FMCQF,,Unknown,14438875557,2020-09-30,2020-Q3,trap,-0.4816,0.3,0.0032605072302558397,0.5283576675433289,0.7,0.9839203914632801,-0.2742046851771324,-0.12051685466131676,4.605170185988091,-0.19194327962399269,-0.15000000000000002,,,,,,,,,,,,,,,,,,,,,
MC-FMCQF-2022-03-31,FMCQF,,Unknown,14438875557,2022-03-31,2022-Q1,trap,-0.242,0.28,-0.0018465441176470582,0.33284375744425865,0.9395604395604396,0.705809435833735,0.06339865369570254,-0.005411954926368392,4.605170185988091,0.05956686693387436,0.1499999999999999,,,,,,,,,,,,,,,,,,,,,
MC-MET-PA-2020-09-30,MET-PA,,Unknown,14414784969,2020-09-30,2020-Q3,trap,-0.0696,0.3,0.0032605072302558397,0.5283576675433289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-MET-PA-2022-03-31,MET-PA,,Unknown,14414784969,2022-03-31,2022-Q1,underperform,0.0158,0.28,-0.0018465441176470582,0.33284375744425865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-GGG-2020-09-30,GGG,,Unknown,14349360121,2020-09-30,2020-Q3,underperform,0.1879,0.3,0.0032605072302558397,0.5283576675433289,3.2,0.0034719426412279197,0.007481435194859672,-0.04653907934697826,2.9632800703955002,0.02394059262355095,0.19999999999999996,,,,,,,,,,,,,,,,,,,,,
MC-GGG-2022-03-31,GGG,,Unknown,14349360121,2022-03-31,2022-Q1,mixed,0.1978,0.28,-0.0018465441176470582,0.33284375744425865,10.17032967032967,0.5795035656406164,0.04512951366665748,0.09034555201150218,0.6487769031438723,0.4589820318515549,0.19999999999999996,,,,,,,,,,,,,,,,,,,,,
MC-NLY-PG-2020-09-30,NLY-PG,,Unknown,14273873247,2020-09-30,2020-Q3,underperform,0.185,0.3,0.0032605072302558397,0.5283576675433289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-NLY-PG-2022-03-31,NLY-PG,,Unknown,14273873247,2022-03-31,2022-Q1,underperform,0.0799,0.28,-0.0018465441176470582,0.33284375744425865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-JLL-2020-09-30,JLL,0001037976,Real Estate,14238396113,2020-09-30,2020-Q3,mixed,0.4759,0.3,0.0032605072302558397,0.5283576675433289,0.7,0.9990986501730317,-0.08971474085345355,0.023678698129960145,2.24890229363815,-0.06280031859741748,-0.050000000000000044,,0.707709654595067,0.0022342508551066453,-1.2175341964756337,0.0008296661444602154,0.07415115662322684,0.01695792584547333,0.1441924825407769,STRUCTURAL_STRESS,0.021238938053097345,,,,,,,0.1917889409125403,0.1917889409125403,ACCELERATING,0.01695792584547333,0.16966594725068795
MC-JLL-2022-03-31,JLL,0001037976,Real Estate,14238396113,2022-03-31,2022-Q1,underperform,0.0353,0.28,-0.0018465441176470582,0.33284375744425865,0.10989010989010989,0.4160401624578714,-0.024237131542762844,-0.0038827738580487292,0.9242526815800078,-0.0026634210486552574,0.19999999999999996,,0.2853987943235381,-8.310452489268414,2.815424998619222,0.00045936170779811903,0.06779106929069148,0.14952016933168516,0.1441924825407769,STRUCTURAL_STRESS,0.032,,,,,,,0.1959057135308971,0.1959057135308971,ACCELERATING,0.14952016933168516,0.14402533831618097
MC-DECK-2020-09-30,DECK,,Unknown,14219672608,2020-09-30,2020-Q3,winner,1.3365,0.3,0.0032605072302558397,0.5283576675433289,8.7,0.006751521948752412,0.05914315547071157,0.003562855058295608,1.370742293434403,0.5145454525951906,0.3999999999999999,,,,,,,,,,,,,,,,,,,,,
MC-DECK-2022-03-31,DECK,,Unknown,14219672608,2022-03-31,2022-Q1,winner,1.4504,0.28,-0.0018465441176470582,0.33284375744425865,10.82967032967033,0.38547621968503004,-0.10181344101600243,0.01480852107657099,0.4497900558609138,-1.1026060013326417,0.050000000000000044,,,,,,,,,,,,,,,,,,,,,
MC-MEDP-2020-09-30,MEDP,0001668397,Health Care,14215811866,2020-09-30,2020-Q3,winner,1.1667,0.3,0.0032605072302558397,0.5283576675433289,2.2,0.999227963325687,0.23757326430151723,0.06700378805458991,0.4833754549454412,0.522661181463338,0.5,,1.3784455632793493,0.3903210789594346,3.5673561885861256,-0.005546287873975714,0.02990860859825626,0.11962251400988985,0.10739059459838939,STRUCTURAL_STRESS,0.14693877551020407,,,,,,,0.0717560679305271,0.0717560679305271,PEAK,0.11962251400988985,-0.26762215127937783
MC-MEDP-2022-03-31,MEDP,0001668397,Health Care,14215811866,2022-03-31,2022-Q1,winner,0.8625,0.28,-0.0018465441176470582,0.33284375744425865,0.027472527472527472,0.39962214241441,-0.10528531359402238,0.103059771795858,0.3992389284148225,-0.0028924536701654497,0.19999999999999996,,2.0486653208224506,4.108657289478771,1.7186600335264506,-0.005000021331329129,0.024626851111881617,0.24830793685455033,0.10683624723884654,STRUCTURAL_STRESS,0.11147540983606558,,,,,,,0.1055274381987611,-0.1055274381987611,PEAK,0.24830793685455033,-0.20086260920371682
MC-SIM-2020-09-30,SIM,,Unknown,14198949613,2020-09-30,2020-Q3,winner,3.594,0.3,0.0032605072302558397,0.5283576675433289,-17.4,0.9355090838162654,-0.24566390966062318,0.2606836096765425,4.605170185988091,4.274552028094843,-0.19999999999999996,,,,,,,,,,,,,,,,,,,,,
MC-SIM-2022-03-31,SIM,,Unknown,14198949613,2022-03-31,2022-Q1,trap,-0.1055,0.28,-0.0018465441176470582,0.33284375744425865,11.12937062937063,0.16629476976328478,-0.690097225820185,-1.0963818799517489,4.605170185988091,-7.680347796453318,-0.30000000000000004,,,,,,,,,,,,,,,,,,,,,
MC-LECO-2020-09-30,LECO,0000059527,Industrials,14105732561,2020-09-30,2020-Q3,winner,0.9751,0.3,0.0032605072302558397,0.5283576675433289,-0.5,0.9895672139156393,0.030860683561934284,0.006487772674084891,2.4182354635093004,-0.015430341780967142,0.19999999999999996,,1.9430872411561955,2.8067666229222787,1.5684065672007454,-0.0005982270324021683,0.10175828203187519,-0.0942239321188613,0.10508136510421653,STRUCTURAL_STRESS,-0.05840707964601771,,,,,,,0.11732578982272049,-0.11732578982272049,TROUGH,-0.0942239321188613,0.10032311127331539
MC-LECO-2022-03-31,LECO,0000059527,Industrials,14105732561,2022-03-31,2022-Q1,mixed,0.3726,0.28,-0.0018465441176470582,0.33284375744425865,0.5604395604395604,0.5739462616023434,-0.0033325750734308768,-0.04574649507147481,0.47412445954649607,-0.0018677069092854365,0.1499999999999999,,0.6490341990814242,2.2090975336610303,2.6467379823517074,-0.0008450211293487705,0.10991064286490622,0.2209305771486197,0.10508136510421653,STRUCTURAL_STRESS,-0.05600000000000002,,,,,,,0.11438132709096589,-0.11438132709096589,ACCELERATING,0.2209305771486197,0.12814806555156352
MC-SNNUF-2020-09-30,SNNUF,,Unknown,14087151516,2020-09-30,2020-Q3,trap,-0.3464,0.3,0.0032605072302558397,0.5283576675433289,0.8,0.95026034985404,0.0028014779093074775,-0.0015829741140115676,4.605170185988091,0.002241182327445982,0.19999999999999996,,,,,,,,,,,,,,,,,,,,,
MC-SNNUF-2022-03-31,SNNUF,,Unknown,14087151516,2022-03-31,2022-Q1,trap,-0.1485,0.28,-0.0018465441176470582,0.33284375744425865,0.3901098901098901,0.5270841357737409,0.08268065771554609,0.0017113668026486409,4.605170185988091,0.03225454229562512,0.3999999999999999,,,,,,,,,,,,,,,,,,,,,
MC-EG-2020-09-30,EG,0001095073,Financials,13905925306,2020-09-30,2020-Q3,winner,0.8815,0.3,0.0032605072302558397,0.5283576675433289,,,,,,,,,2.4340013115508916,-1.876545798244781,-4.051386649561968,0.0016725568730707437,0.12479599035681832,0.0813395414538137,0.09915328114882983,STRUCTURAL_STRESS,-0.011965811965811979,,,,,,,0.14920191262959007,0.14920191262959007,ACCELERATING,0.0813395414538137,0.04635372932855677
MC-EG-2022-03-31,EG,0001095073,Financials,13905925306,2022-03-31,2022-Q1,mixed,0.2056,0.28,-0.0018465441176470582,0.33284375744425865,,,,,,,,,7.357288080607056,8.667255466210639,15.18946695295394,0.0008389605958536001,0.09219067839891013,0.23707288021968684,0.0829258158594013,STRUCTURAL_STRESS,-0.013953488372093037,,,,,,,0.14266066266800975,-0.14266066266800975,ACCELERATING,0.23707288021968684,0.11493227391826694
MC-DTM-2022-03-31,DTM,0001842022,Energy,13899296262,2022-03-31,2022-Q1,winner,0.7781,0.28,-0.0018465441176470582,0.33284375744425865,-0.4,0.9946617241253096,-0.020913762302146695,-0.006033120028473303,0.47521844875200775,0.008365504920858679,-0.30000000000000004,,,,,,0.26064771187972985,0.12905589033566042,0.14101174051060106,STRUCTURAL_STRESS,0.06666666666666665,,,,,,,,,ACCELERATING,0.12905589033566042,0.32600633126711315
MC-SMHB-2020-09-30,SMHB,,Unknown,13890270110,2020-09-30,2020-Q3,mixed,0.2878,0.3,0.0032605072302558397,0.5283576675433289,6.2,0.9009274742016905,-0.9737054310006377,-1.1393973142938623,,-6.0369736722039535,-0.266,,,,,,,,,,,,,,,,,,,,,
MC-SMHB-2022-03-31,SMHB,,Unknown,13890270110,2022-03-31,2022-Q1,trap,-0.5957,0.28,-0.0018465441176470582,0.33284375744425865,3.098901098901099,0.38329793830555214,-1.1413472263194793,0.028784167571031416,1.3939928475962233,-3.5369221738691556,0.25,,,,,,,,,,,,,,,,,,,,,
MC-LXP-2020-09-30,LXP,,Unknown,13834158099,2020-09-30,2020-Q3,trap,-0.1483,0.3,0.0032605072302558397,0.5283576675433289,45.3,0.7516783927792088,0.13432310884750448,0.11818990207723057,4.605170185988091,6.084836830791953,0.3999999999999999,,,,,,,,,,,,,,,,,,,,,
MC-LXP-2022-03-31,LXP,,Unknown,13834158099,2022-03-31,2022-Q1,trap,-0.449,0.28,-0.0018465441176470582,0.33284375744425865,-14.56043956043956,0.5848957052896819,0.06671110184083708,0.019617606557612327,0.22933418692253543,-0.9713429663638365,0.050000000000000044,,,,,,,,,,,,,,,,,,,,,
MC-LOGI-2020-09-30,LOGI,,Unknown,13812897482,2020-09-30,2020-Q3,trap,-0.1083,0.3,0.0032605072302558397,0.5283576675433289,-95.8,0.8999673139756779,-0.04479765690811721,0.24661139546447228,0.24435553073351185,4.291615531797628,-0.30000000000000004,,,,,,,,,,,,,,,,,,,,,
MC-LOGI-2022-03-31,LOGI,,Unknown,13812897482,2022-03-31,2022-Q1,underperform,0.1441,0.28,-0.0018465441176470582,0.33284375744425865,-13.434065934065934,0.3725023391581494,-0.006967787408598575,0.04221764228836794,0.7872678731399663,0.09360571546166767,-0.09999999999999998,,,,,,,,,,,,,,,,,,,,,
MC-BBIO-2020-09-30,BBIO,,Unknown,13803890823,2020-09-30,2020-Q3,trap,-0.2972,0.3,0.0032605072302558397,0.5283576675433289,-7.9,0.8104013001942532,0.023850176593053045,0.00848584823387945,0.5894558444036384,-0.18841639508511906,0.050000000000000044,,,,,,,,,,,,,,,,,,,,,
MC-BBIO-2022-03-31,BBIO,,Unknown,13803890823,2022-03-31,2022-Q1,winner,2.4059,0.28,-0.0018465441176470582,0.33284375744425865,4.747252747252747,0.4311640867723544,-0.05626678483240308,-0.004114962759747494,0.45780288349860304,-0.2671126488747047,-0.19999999999999996,,,,,,,,,,,,,,,,,,,,,
MC-PHYS-2020-09-30,PHYS,,Unknown,13801430849,2020-09-30,2020-Q3,trap,-0.0485,0.3,0.0032605072302558397,0.5283576675433289,8.2,0.9999907030874845,-2.1966140262259892,-0.3899871253858395,,-18.01223501505311,-0.46599999999999997,,,,,,,,,,,,,,,,,,,,,
MC-PHYS-2022-03-31,PHYS,,Unknown,13801430849,2022-03-31,2022-Q1,winner,0.5654,0.28,-0.0018465441176470582,0.33284375744425865,5.016483516483516,0.46408494739211176,-3.1702656870322015,-0.6245072172652317,4.605170185988091,-15.90358556187033,0,,,,,,,,,,,,,,,,,,,,,
MC-AR-2020-09-30,AR,0001433270,Energy,13794609970,2020-09-30,2020-Q3,winner,8.2291,0.3,0.0032605072302558397,0.5283576675433289,-0.3,0.0017509083087219204,-0.07738192638616176,-0.03756198635958666,1.5285153070202864,0.023214577915848526,-0.15000000000000002,,0.14875510390674745,-1.2667262709946359,3.7855489943899,-0.0007878534925717009,0.027455763791688535,-0.06569565652863853,0.20591965978562551,STRUCTURAL_STRESS,-0.03582089552238807,,,,,,,0.5305271352806656,0.5305271352806656,DECELERATING,-0.06569565652863853,-1.1444668035183039
MC-AR-2022-03-31,AR,0001433270,Energy,13794609970,2022-03-31,2022-Q1,mixed,0.3246,0.28,-0.0018465441176470582,0.33284375744425865,0.016483516483516484,0.46569452581580617,-0.04619320774866357,0.019516082453894742,0.3994459147956853,-0.0007614265013515973,0.1499999999999999,,0.5376699354011164,4.804516132210728,-4.795251419894171,-0.0035259186691508787,0.026721337938055208,-0.015750228537230973,0.19754539886433664,STRUCTURAL_STRESS,0.06582278481012654,,,,,,,0.49992681201164185,0.49992681201164185,DECELERATING,-0.015750228537230973,-1.3308113390745702
MC-CNH-2020-09-30,CNH,0001567094,Industrials,13678340797,2020-09-30,2020-Q3,winner,0.7768,0.3,0.0032605072302558397,0.5283576675433289,,,,,,,,,,,,,0.14193057218954874,,,,,,,,,,,,,,,
MC-CNH-2022-03-31,CNH,0001567094,Industrials,13678340797,2022-03-31,2022-Q1,trap,-0.2257,0.28,-0.0018465441176470582,0.33284375744425865,,,,,,,,,,,,,0.13191576851087303,,,STRUCTURAL_STRESS,,,,,,,,,,,,
MC-KIM-PM-2020-09-30,KIM-PM,,Unknown,13657589143,2020-09-30,2020-Q3,trap,-0.1811,0.3,0.0032605072302558397,0.5283576675433289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-KIM-PM-2022-03-31,KIM-PM,,Unknown,13657589143,2022-03-31,2022-Q1,trap,-0.1604,0.28,-0.0018465441176470582,0.33284375744425865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-LXP-PC-2020-09-30,LXP-PC,,Unknown,13600533792,2020-09-30,2020-Q3,trap,-0.2289,0.3,0.0032605072302558397,0.5283576675433289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-LXP-PC-2022-03-31,LXP-PC,,Unknown,13600533792,2022-03-31,2022-Q1,trap,-0.139,0.28,-0.0018465441176470582,0.33284375744425865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC-SNX-2020-09-30,SNX,0001177394,Information Technology,13513817611,2020-09-30,2020-Q3,mixed,0.426,0.3,0.0032605072302558397,0.5283576675433289,-0.5,0.9910421067302262,-0.06342707698018965,-0.11750728259522442,1.2242809848568619,0.031713538490094825,-0.30000000000000004,,0.3441888187493488,,,-0.00503856848362668,0.04517641334844084,0.04840184696874501,0.09599745125038935,STRUCTURAL_STRESS,0.0020202020202020055,,,,,,,,,PEAK,0.04840184696874501,-0.13199156521194455
MC-SNX-2022-03-31,SNX,0001177394,Information Technology,13513817611,2022-03-31,2022-Q1,underperform,0.0073,0.28,-0.0018465441176470582,0.33284375744425865,0.02197802197802198,0.45178339867391887,0.005206628127856255,0.15140178206863275,0.966848674554753,0.0001144313874254122,0.050000000000000044,,0.7297266099871643,-4.180254304027738,-4.209542056276706,-0.00868711197877835,0.03108466789741681,0.5850951685541775,0.18700905066831092,STRUCTURAL_STRESS,-0.01981981981981984,,,,,,,0.07888841330140074,-0.07888841330140074,ACCELERATING,0.5850951685541775,0.2017212321220666
MC-RGA-2020-09-30,RGA,0000898174,Financials,13486152569,2020-09-30,2020-Q3,winner,0.5253,0.3,0.0032605072302558397,0.5283576675433289,-0.1,0.9995780297862303,0.10416709313254044,0.051439602549296276,2.3700058437079172,-0.010416709313254044,0.3999999999999999,,1.2110108674200555,0.5234252584271836,-2.444659274961773,0.0009764206513473562,0.0454193089586081,0.007578929734678627,0.1281224915222555,STRUCTURAL_STRESS,-0.049557522123893805,,,,,,,0.17050082740699274,0.17050082740699274,PEAK,0.007578929734678627,-0.00266126628188372
MC-RGA-2022-03-31,RGA,0000898174,Financials,13486152569,2022-03-31,2022-Q1,winner,0.7988,0.28,-0.0018465441176470582,0.33284375744425865,0.3791208791208791,0.31599215924294083,-0.023764516568682666,-0.010285940531972907,0.9807987722823455,-0.00900962441340167,0.19999999999999996,,3.0368511386114125,1.0321081396336123,3.130578628675946,0.00027365313676666614,0.037441714785190705,0.12108036965634716,0.1281224915222555,STRUCTURAL_STRESS,-0.064,,,,,,,0.1639987636097278,-0.1639987636097278,ACCELERATING,0.12108036965634716,0.0443598503425474
MC-ASND-2020-09-30,ASND,,Unknown,13388101203,2020-09-30,2020-Q3,trap,-0.3932,0.3,0.0032605072302558397,0.5283576675433289,7.2,0.9819012237112398,-0.018514877788110302,0.036673599230166026,0.9020153478030114,-0.1333071200743942,-0.09999999999999998,,,,,,,,,,,,,,,,,,,,,
MC-ASND-2022-03-31,ASND,,Unknown,13388101203,2022-03-31,2022-Q1,mixed,0.3281,0.28,-0.0018465441176470582,0.33284375744425865,0.6263736263736264,0.5186413385053731,-0.1592031281281295,-0.026568973102844416,2.144732740733688,-0.09972064069564156,-0.30000000000000004,,,,,,,,,,,,,,,,,,,,,
MC-TOL-2020-09-30,TOL,0000794170,Consumer Discretionary,13327929083,2020-09-30,2020-Q3,winner,0.5199,0.3,0.0032605072302558397,0.5283576675433289,-1.5,2.4436964841598964e-07,-0.006021448363920483,-0.010171095324267694,1.949935762622047,0.009032172545880724,0.050000000000000044,,7.639851268517027,,,-0.014433381102110733,0.029722469506282972,-0.03528548840609937,0.12704672730993177,STRUCTURAL_STRESS,0.05688073394495413,,,,,,,,,DECELERATING,-0.03528548840609937,-0.16812525584488172
MC-TOL-2022-03-31,TOL,0000794170,Consumer Discretionary,13327929083,2022-03-31,2022-Q1,winner,1.2456,0.28,-0.0018465441176470582,0.33284375744425865,-0.16483516483516483,0.4382745947527506,-0.0012845965992964795,-0.0689045051273877,0.9033021919130613,0.00021174669219172737,0.19999999999999996,,2.6904548473929855,-14.127967079378685,0.48577215465448775,-0.009007688149588225,0.03707373350554511,0.21724463526176124,0.1054131773203104,STRUCTURAL_STRESS,0.031404958677685946,,,,,,,0.14230745455715943,-0.14230745455715943,ACCELERATING,0.21724463526176124,0.07193145465792604
MC-TRU-2020-09-30,TRU,0001552033,Industrials,13313623583,2020-09-30,2020-Q3,trap,-0.1467,0.3,0.0032605072302558397,0.5283576675433289,0,0.5883382653872211,0.05977584362261911,-0.02937088204787739,0.6500523809381122,0.0,0.1499999999999999,,2.51518819000376,2.913133283731624,2.293109545205663,-0.003544243898822186,0.060959952284607107,0.07810996498300873,0.09499197232866101,STRUCTURAL_STRESS,-0.15384615384615385,,,,,,,0.03880468211259653,0.03880468211259653,PEAK,0.07810996498300873,-0.06839472934846227
MC-TRU-2022-03-31,TRU,0001552033,Industrials,13313623583,2022-03-31,2022-Q1,trap,-0.1969,0.28,-0.0018465441176470582,0.33284375744425865,-0.6538461538461539,0.36968535496107235,-0.1714279787924086,-0.11923804592851361,3.389087683328094,0.11208752459503639,-0.15000000000000002,,0.0063672547511641805,-0.010178664676828481,0.28975490017161787,-0.004433158989963564,0.06091022877386113,0.1551279638718257,0.09811580435492305,STRUCTURAL_STRESS,-0.13506493506493508,,,,,,,0.07888992470788349,-0.07888992470788349,PEAK,0.1551279638718257,-0.06852508753640585
MC-PFGC-2020-09-30,PFGC,0001618673,Consumer Staples,13292460307,2020-09-30,2020-Q3,winner,0.7002,0.3,0.0032605072302558397,0.5283576675433289,0.4,0.2262470163180411,0.027941726012501597,-0.03336037101416364,0.5543086544176385,0.01117669040500064,0.050000000000000044,,-0.2711985436900638,,,,0.07536937762550201,0.05234746716690771,0.047190598730304935,STRUCTURAL_STRESS,-0.02456140350877195,,,,,,,,,ACCELERATING,0.05234746716690771,0.12274638100049573
MC-PFGC-2022-03-31,PFGC,0001618673,Consumer Staples,13292460307,2022-03-31,2022-Q1,winner,0.5445,0.28,-0.0018465441176470582,0.33284375744425865,-0.2857142857142857,0.5027968965412233,0.005914726419949014,-0.0018928003625741166,0.4821962970314817,-0.0016899218342711468,-0.15000000000000002,,0.6589839662284135,,,,0.0596301040919245,0.05234746716690771,0.047190598730304935,STRUCTURAL_STRESS,-0.03098591549295776,,,,,,,,,ACCELERATING,0.05234746716690771,0.12274638100049573
MC-NVMI-2020-09-30,NVMI,,Unknown,13280975049,2020-09-30,2020-Q3,winner,1.1565,0.3,0.0032605072302558397,0.5283576675433289,-38,0.0012469741439258704,-0.07866564524377422,0.01716132220651325,1.7113212138344427,2.9892945192634204,-0.050000000000000044,,,,,,,,,,,,,,,,,,,,,
MC-NVMI-2022-03-31,NVMI,,Unknown,13280975049,2022-03-31,2022-Q1,winner,0.693,0.28,-0.0018465441176470582,0.33284375744425865,-12.203296703296703,0.3286907914124446,0.0183772522238387,0.008464513490229305,0.23676234568909246,-0.22426306147882283,-0.15000000000000002,,,,,,,,,,,,,,,,,,,,,
MC-BJ-2020-09-30,BJ,0001531152,Consumer Staples,13280702931,2020-09-30,2020-Q3,winner,0.7177,0.3,0.0032605072302558397,0.5283576675433289,-0.7,0.4393264542079147,-0.06502202544144228,-0.10246178796003272,1.6656890683251941,0.0455154178090096,-0.15000000000000002,,,,,0.009947515152384184,0.07391556557726825,0.10756413376652488,0.154853632646791,STRUCTURAL_STRESS,0.21379310344827585,,,,,,,,,ACCELERATING,0.10756413376652488,0.04414192966841066
